"County","CountyCode","Year","Variable","Value","Percentage"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2023","10800","0.10605214552639491","0.0000071588623136011225"
"Q SANATATE SI ASISTENTA SOCIALA","Dolj","2024","10800","0.10647925902917008","0.0000070595045639697"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2008","5878","5878","0.9999873944283374"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2009","5878","5841","0.9999875445283113"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2010","5878","5650","0.9999859967512463"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2011","5878","5263","0.9999859749512628"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2012","5878","5150","0.9999863656195461"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2013","5878","5347","0.9999859647152943"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2014","5878","5359","0.9999854885286819"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2015","5878","5518","0.9999855334538879"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2016","5878","5903","0.9999855760215782"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2017","5878","6318","0.999985796261576"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2018","5878","6598","0.9999862833315044"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2019","5878","6881","0.9999866925717936"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2020","5878","7156","0.9999863782487877"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2021","5878","7237","0.9999864447215745"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2022","5878","7338","0.9999866385184789"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2023","5878","7508","0.999986686016323"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2024","5878","7790","0.9999869945767386"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2008","5878","0.0740964842617454","0.000012605571662674904"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2009","5878","0.07275331631064333","0.00001245547168871285"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2010","5878","0.07911946338799344","0.000014003248753710862"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2011","5878","0.0738148667601683","0.000014025048737044359"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2012","5878","0.07021801671597835","0.000013634380453752182"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2013","5878","0.07504772063777229","0.000014035284705750258"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2014","5878","0.07776810332317516","0.00001451147131807694"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2015","5878","0.07982755627567849","0.000014466546112115733"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2016","5878","0.08514597276713594","0.000014423978421728281"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2017","5878","0.08974049401303921","0.000014203738423953183"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2018","5878","0.09050382014457567","0.0000137166684955558"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2019","5878","0.09156963204471355","0.000013307428206424827"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2020","5878","0.09747857950443393","0.000013621751212335857"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2021","5878","0.09810087974949507","0.000013555278425418859"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2022","5878","0.09804786146630858","0.000013361481521071056"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2023","5878","0.09996272034936358","0.000013313983677056013"
"Q SANATATE SI ASISTENTA SOCIALA","Gorj","2024","5878","0.10131356483287814","0.000013005423261500045"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2008","4290","4290","0.9999796039078913"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2009","4290","4583","0.9999781840394432"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2010","4290","4312","0.9999752236069472"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2011","4290","3797","0.999975575203947"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2012","4290","3706","0.9999769574634776"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2013","4290","3597","0.9999751941061197"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2014","4290","3768","0.9999755243899454"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2015","4290","3600","0.9999759880900927"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2016","4290","3862","0.999976590664357"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2017","4290","3955","0.9999770847177982"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2018","4290","4005","0.9999773914223056"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2019","4290","4168","0.9999779034824111"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2020","4290","4195","0.9999770305034914"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2021","4290","4184","0.9999774302029024"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2022","4290","4266","0.9999777822213335"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2023","4290","4295","0.9999783141413484"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2024","4290","4443","0.9999786247141056"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2008","4290","0.0875010198254059","0.000020396092108751967"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2009","4290","0.09998472849444771","0.00002181596055674331"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2010","4290","0.1068384539147671","0.000024776393052699388"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2011","4290","0.09274321584719475","0.00002442479605295296"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2012","4290","0.08539760812959421","0.000023042536522420388"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2013","4290","0.0892290136931931","0.00002480589388038598"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2014","4290","0.09222635598198552","0.00002447561005458061"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2015","4290","0.08644495137471485","0.000024011909907314027"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2016","4290","0.09040897066741578","0.00002340933564305445"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2017","4290","0.09063201796599295","0.000022915282201700315"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2018","4290","0.09054940085914538","0.000022608577694377247"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2019","4290","0.0921003204065849","0.000022096517588828"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2020","4290","0.09635925117721374","0.000022969496508636532"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2021","4290","0.0944341624159256","0.00002256979709752409"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2022","4290","0.09478314966228227","0.000022217778666488924"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2023","4290","0.09314278278972936","0.00002168585865157331"
"Q SANATATE SI ASISTENTA SOCIALA","Mehedinti","2024","4290","0.09497242529177889","0.00002137528589444884"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2008","6674","6674","0.9999865944554668"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2009","6674","7290","0.9999850135627257"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2010","6674","7194","0.9999834115754027"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2011","6674","6541","0.9999836111247685"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2012","6674","6092","0.9999841697008073"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2013","6674","6139","0.9999839918038035"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2014","6674","6088","0.9999839871897518"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2015","6674","6112","0.9999839851382083"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2016","6674","6276","0.9999848019696648"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2017","6674","6578","0.999985341971798"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2018","6674","6972","0.9999859234234234"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2019","6674","7189","0.9999860720354328"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2020","6674","7495","0.9999857697835584"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2021","6674","7616","0.9999859479512113"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2022","6674","7682","0.999986271656462"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2023","6674","7845","0.999986663288033"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2024","6674","8089","0.9999867173179608"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2008","6674","0.08946980360613982","0.000013405544533218939"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2009","6674","0.10925276503911518","0.000014986437274266789"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2010","6674","0.11933910620085597","0.000016588424597315994"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2011","6674","0.10720138979939688","0.00001638887523149286"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2012","6674","0.09643970935110577","0.00001583029919265474"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2013","6674","0.09827588966974563","0.000016008196196452585"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2014","6674","0.09748754984066998","0.000016012810248198557"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2015","6674","0.09788440287631524","0.000016014861791742738"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2016","6674","0.09538428803744851","0.000015198030335268549"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2017","6674","0.096421922868325","0.000014658028202046261"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2018","6674","0.09814327341319556","0.000014076576576576575"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2019","6674","0.10012953187459087","0.000013927964567258142"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2020","6674","0.10665698998178506","0.000014230216441592076"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2021","6674","0.10702190745190619","0.000014052048788713396"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2022","6674","0.105462582886012","0.000013728343538068697"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2023","6674","0.10462790077353962","0.00001333671196703165"
"Q SANATATE SI ASISTENTA SOCIALA","Olt","2024","6674","0.10744504217307564","0.000013282682039157347"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2008","6873","6873","0.9999882271223556"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2009","6873","6843","0.9999873907725674"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2010","6873","6804","0.9999862107004964"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2011","6873","6180","0.9999863847400166"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2012","6873","6178","0.9999864421486483"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2013","6873","6080","0.9999862019482849"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2014","6873","6002","0.9999859643213047"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2015","6873","6131","0.9999863244122917"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2016","6873","6389","0.9999864873995"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2017","6873","6669","0.9999869106521113"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2018","6873","7064","0.9999872907743732"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2019","6873","7211","0.9999874188515928"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2020","6873","7426","0.9999870094441341"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2021","6873","7720","0.9999875205910248"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2022","6873","7703","0.999987501249875"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2023","6873","7865","0.9999879455621588"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2024","6873","8053","0.9999881287320299"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2008","6873","0.08091594066399811","0.00001177287764448264"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2009","6873","0.08628603132171589","0.000012609227432635203"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2010","6873","0.09382368758532247","0.000013789299503585218"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2011","6873","0.08414345233232579","0.000013615259983389381"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2012","6873","0.08376154127743807","0.000013557851351717779"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2013","6873","0.08389331199205222","0.000013798051715097828"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2014","6873","0.08424332594110547","0.000014035678695243308"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2015","6873","0.08384617488580728","0.00001367558770838177"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2016","6873","0.08633317117993622","0.000013512600499966218"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2017","6873","0.08729400369124442","0.000013089347888688185"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2018","6873","0.08977911085127475","0.000012709225626882556"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2019","6873","0.09072380257413536","0.000012581148407226612"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2020","6873","0.09646912104757203","0.000012990555865885501"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2021","6873","0.09634223958268336","0.000012479408975190936"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2022","6873","0.09627907558088668","0.000012498750124987502"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2023","6873","0.09480929649452723","0.000012054437841291272"
"Q SANATATE SI ASISTENTA SOCIALA","Valcea","2024","6873","0.09560045586210171","0.000011871267970131889"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2008","6604","6604","0.9999919621255355"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2009","6604","6852","0.999990976928005"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2010","6604","6647","0.9999906521088843"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2011","6604","6042","0.9999910261587471"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2012","6604","5897","0.9999912059307202"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2013","6604","5881","0.9999914496297689"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2014","6604","5814","0.9999916161539945"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2015","6604","5767","0.9999917390190911"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2016","6604","6073","0.9999920164779894"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2017","6604","6408","0.9999923484222447"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2018","6604","6676","0.9999923279936169"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2019","6604","7014","0.9999923688588391"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2020","6604","7257","0.9999918741467854"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2021","6604","7670","0.9999917039298484"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2022","6604","7792","0.9999919886559367"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2023","6604","7844","0.9999921907335244"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2024","6604","8181","0.9999922972046557"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2008","6604","0.05308254963427377","0.000008037874464476614"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2009","6604","0.0618266471766553","0.00000902307199509145"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2010","6604","0.0621360130871699","0.000009347891115764284"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2011","6604","0.05422043541468492","0.000008973841252748237"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2012","6604","0.05185908259462502","0.000008794069279677785"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2013","6604","0.050285157285405245","0.000008550370231031003"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2014","6604","0.04874408933901204","0.00000838384600551657"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2015","6604","0.047641470466749276","0.000008260980908873118"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2016","6604","0.04848431624579864","0.000007983522010570183"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2017","6604","0.04903168542592833","0.00000765157775533315"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2018","6604","0.051218707563889125","0.00000767200638310931"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2019","6604","0.05352523256080158","0.000007631141160849193"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2020","6604","0.058969795958167766","0.000008125853214587531"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2021","6604","0.06363138595297749","0.000008296070151569202"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2022","6604","0.06242489304769992","0.000008011344063193482"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2023","6604","0.061256364601880484","0.000007809266475599947"
"Q SANATATE SI ASISTENTA SOCIALA","Arad","2024","6604","0.06301705412025697","0.000007702795344430495"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2008","5897","5897","0.999984294756019"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2009","5897","5799","0.9999829627736604"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2010","5897","5688","0.9999805708290427"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2011","5897","5061","0.9999801492774337"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2012","5897","4674","0.9999807906565753"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2013","5897","4583","0.9999800343409335"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2014","5897","4567","0.9999803520905375"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2015","5897","4657","0.9999813547629258"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2016","5897","4947","0.9999811736355593"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2017","5897","5192","0.9999814350691544"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2018","5897","5346","0.9999811213894657"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2019","5897","5555","0.9999807392284135"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2020","5897","5569","0.9999799253221986"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2021","5897","6003","0.9999801054411619"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2022","5897","6295","0.9999804332087581"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2023","5897","6552","0.9999810225073064"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2024","5897","6914","0.9999813953488372"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2008","5897","0.09261527830129414","0.000015705243980965246"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2009","5897","0.09880055883054487","0.00001703722633955192"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2010","5897","0.11051527162508744","0.000019429170957275253"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2011","5897","0.10046650124069478","0.000019850722566301414"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2012","5897","0.08978619590064736","0.000019209343424641744"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2013","5897","0.09150444244783867","0.00001996565906640578"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2014","5897","0.08973376559583456","0.000019647909462433196"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2015","5897","0.08683248806682578","0.0000186452370741894"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2016","5897","0.09313577829655847","0.000018826364440762845"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2017","5897","0.09639091044111095","0.0000185649308456326"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2018","5897","0.10092695727689781","0.00001887861053426468"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2019","5897","0.10699564698177896","0.000019260771586509757"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2020","5897","0.11179812498745308","0.000020074677801421287"
"Q SANATATE SI ASISTENTA SOCIALA","Caras-Severin","2021","5897","0.11942941270093904","0.000019894558838157766"
